tac_code,manufacturer,model,device_type,operating_system,band_support,approved_date,status
775636,Xiaomi,Xiaomi X-43,smartphone,Android,GSM;WCDMA;LTE;NR,2020-03-28,active
141360,Netgear,Netgear X-96,router,Embedded Linux,GSM;WCDMA;LTE,2025-02-04,active
992596,Apple,iPad Mini 4,tablet,iOS,GSM;WCDMA;LTE;NR,2021-06-12,active
558976,Sierra Wireless,Sierra Wireless X-21,iot,Embedded Linux,GSM;WCDMA,2022-03-04,active
520245,Oppo,Oppo X-44,smartphone,Android,GSM;WCDMA;LTE;NR,2025-08-26,active
542226,Samsung,Samsung X-24,tablet,Android,GSM;WCDMA;LTE,2025-01-28,active
267138,Vivo,Vivo X-71,smartphone,Android,GSM;WCDMA;LTE;NR,2025-08-06,active
741018,Xiaomi,Xiaomi X-88,smartphone,Android,GSM;WCDMA;LTE,2025-12-05,active
606545,Quectel,Quectel X-62,iot,RTOS,GSM;WCDMA;NR,2020-05-21,active
429502,Realme,Realme X-77,smartphone,Android,GSM;WCDMA;LTE;NR,2024-12-19,active
334865,Sierra Wireless,Sierra Wireless X-76,iot,Embedded Linux,GSM;WCDMA;NR,2025-10-04,active
553873,Samsung,Samsung X-71,tablet,Android,GSM;WCDMA;LTE,2025-11-13,active
255875,Huawei,Huawei X-11,router,HarmonyOS,GSM;WCDMA;LTE;NR,2021-09-28,active
592085,TP-Link,TP-Link X-19,router,Embedded Linux,GSM;WCDMA;LTE;NR,2022-04-11,active
391668,Apple,iPhone 15,smartphone,iOS,GSM;WCDMA;LTE;NR,2023-04-03,active
581395,Vivo,Vivo X-67,smartphone,Android,GSM;WCDMA;LTE,2023-08-11,active
224473,Quectel,Quectel X-23,iot,RTOS,GSM;WCDMA;NR,2020-09-18,active
100177,Netgear,Netgear X-75,router,Embedded Linux,GSM;WCDMA;LTE;NR,2025-11-15,active
457411,Samsung,Samsung X-38,smartphone,Android,GSM;WCDMA;LTE;NR,2022-09-25,active
749863,Realme,Realme X-94,smartphone,Android,GSM;WCDMA;LTE,2023-02-04,active
896204,Apple,iPad Mini 5,tablet,iOS,GSM;WCDMA;LTE;NR,2022-09-17,active
492052,Apple,iPad Mini 5,tablet,iOS,GSM;WCDMA;LTE,2025-12-24,active
529088,Vivo,Vivo X-35,smartphone,Android,GSM;WCDMA;LTE,2023-04-15,active
964607,Lenovo,Lenovo X-23,tablet,Android,GSM;WCDMA;LTE;NR,2020-11-27,active
804791,Oppo,Oppo X-68,smartphone,Android,GSM;WCDMA;LTE;NR,2024-03-16,active
104548,Samsung,Samsung X-80,smartphone,Android,GSM;WCDMA;LTE;NR,2024-08-17,active
919023,SimCom,SimCom X-98,iot,RTOS,GSM;WCDMA;NR,2025-03-04,active
506224,Lenovo,Lenovo X-74,tablet,Android,GSM;WCDMA;LTE;NR,2023-10-23,active
899407,Oppo,Oppo X-53,smartphone,Android,GSM;WCDMA;LTE;NR,2023-03-05,active
532794,Lenovo,Lenovo X-99,tablet,Android,GSM;WCDMA;LTE;NR,2022-12-24,active
680472,Samsung,Samsung X-36,tablet,Android,GSM;WCDMA;LTE;NR,2022-11-12,active
805034,Realme,Realme X-93,smartphone,Android,GSM;WCDMA;LTE;NR,2021-09-18,active
828038,Apple,iPad Mini 6,tablet,iOS,GSM;WCDMA;LTE;NR,2024-11-23,active
537757,Lenovo,Lenovo X-64,tablet,Android,GSM;WCDMA;LTE;NR,2024-02-01,active
499371,Realme,Realme X-17,smartphone,Android,GSM;WCDMA;LTE,2021-05-22,active
362732,Samsung,Samsung X-98,smartphone,Android,GSM;WCDMA;LTE;NR,2021-09-02,active
476105,Huawei,Huawei X-88,router,HarmonyOS,GSM;WCDMA;LTE;NR,2025-09-28,active
335203,Huawei,Huawei X-40,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2025-05-23,active
796772,Oppo,Oppo X-59,smartphone,Android,GSM;WCDMA;LTE;NR,2025-06-18,active
156415,Xiaomi,Xiaomi X-35,smartphone,Android,GSM;WCDMA;LTE;NR,2023-04-21,active
838857,Lenovo,Lenovo X-85,tablet,Android,GSM;WCDMA;LTE;NR,2024-04-25,active
860127,Sierra Wireless,Sierra Wireless X-67,iot,Embedded Linux,GSM;WCDMA,2025-02-06,active
282237,Apple,iPad Mini 4,tablet,iOS,GSM;WCDMA;LTE;NR,2024-05-05,active
268746,Xiaomi,Xiaomi X-10,smartphone,Android,GSM;WCDMA;LTE,2025-03-02,active
261169,Quectel,Quectel X-90,iot,RTOS,GSM;WCDMA;NR,2025-05-16,active
928278,Xiaomi,Xiaomi X-19,smartphone,Android,GSM;WCDMA;LTE;NR,2022-09-08,active
292800,Vivo,Vivo X-30,smartphone,Android,GSM;WCDMA;LTE;NR,2024-07-03,active
466375,Apple,iPhone 13,smartphone,iOS,GSM;WCDMA;LTE,2022-04-25,active
748314,Vivo,Vivo X-93,smartphone,Android,GSM;WCDMA;LTE,2025-06-15,active
352023,SimCom,SimCom X-15,iot,RTOS,GSM;WCDMA;NR,2022-07-26,active
218881,Vivo,Vivo X-46,smartphone,Android,GSM;WCDMA;LTE,2024-06-17,active
941814,Oppo,Oppo X-15,smartphone,Android,GSM;WCDMA;LTE,2025-04-11,active
638857,Samsung,Samsung X-31,smartphone,Android,GSM;WCDMA;LTE;NR,2024-09-01,active
757386,Realme,Realme X-90,smartphone,Android,GSM;WCDMA;LTE;NR,2025-07-27,active
208975,Realme,Realme X-65,smartphone,Android,GSM;WCDMA;LTE;NR,2020-12-22,active
261223,Realme,Realme X-52,smartphone,Android,GSM;WCDMA;LTE,2020-01-06,active
932794,Samsung,Samsung X-83,smartphone,Android,GSM;WCDMA;LTE;NR,2022-07-13,active
573039,Huawei,Huawei X-50,tablet,HarmonyOS,GSM;WCDMA;LTE,2025-02-18,active
106185,Apple,iPad Mini 4,tablet,iOS,GSM;WCDMA;LTE;NR,2020-06-17,active
211291,Realme,Realme X-48,smartphone,Android,GSM;WCDMA;LTE;NR,2022-08-13,active
514306,Huawei,Huawei X-70,router,HarmonyOS,GSM;WCDMA;LTE,2021-03-24,active
509985,Lenovo,Lenovo X-91,tablet,Android,GSM;WCDMA;LTE,2025-12-21,active
491255,Quectel,Quectel X-80,iot,RTOS,GSM;WCDMA;NR,2021-02-02,active
105274,Oppo,Oppo X-78,smartphone,Android,GSM;WCDMA;LTE;NR,2020-05-07,active
884645,Lenovo,Lenovo X-37,tablet,Android,GSM;WCDMA;LTE;NR,2025-09-05,active
268772,Vivo,Vivo X-42,smartphone,Android,GSM;WCDMA;LTE,2021-11-26,active
694849,ZTE,ZTE X-92,router,Embedded Linux,GSM;WCDMA;LTE;NR,2022-11-03,active
362865,Realme,Realme X-84,smartphone,Android,GSM;WCDMA;LTE;NR,2022-06-05,active
803904,Apple,iPad Mini 6,tablet,iOS,GSM;WCDMA;LTE,2021-06-16,active
572536,Realme,Realme X-49,smartphone,Android,GSM;WCDMA;LTE;NR,2021-10-19,active
482199,ZTE,ZTE X-31,router,Embedded Linux,GSM;WCDMA;LTE,2021-04-23,active
875753,Lenovo,Lenovo X-56,tablet,Android,GSM;WCDMA;LTE,2025-06-16,active
585331,Xiaomi,Xiaomi X-72,smartphone,Android,GSM;WCDMA;LTE;NR,2021-11-20,active
185955,TP-Link,TP-Link X-78,router,Embedded Linux,GSM;WCDMA;LTE,2025-11-03,active
862760,Samsung,Samsung X-74,smartphone,Android,GSM;WCDMA;LTE;NR,2024-10-13,active
906564,Samsung,Samsung X-80,smartphone,Android,GSM;WCDMA;LTE,2024-08-21,active
912853,Oppo,Oppo X-38,smartphone,Android,GSM;WCDMA;LTE;NR,2024-12-28,active
405134,Vivo,Vivo X-75,smartphone,Android,GSM;WCDMA;LTE,2022-09-01,active
794868,Vivo,Vivo X-97,smartphone,Android,GSM;WCDMA;LTE,2024-03-15,active
266956,Vivo,Vivo X-94,smartphone,Android,GSM;WCDMA;LTE;NR,2021-12-24,active
606990,Quectel,Quectel X-38,iot,RTOS,GSM;WCDMA;NR,2021-02-09,active
487380,Realme,Realme X-36,smartphone,Android,GSM;WCDMA;LTE;NR,2022-07-16,active
576728,Huawei,Huawei X-93,router,HarmonyOS,GSM;WCDMA;LTE,2025-09-21,active
969948,Realme,Realme X-43,smartphone,Android,GSM;WCDMA;LTE;NR,2024-03-13,active
785428,Vivo,Vivo X-93,smartphone,Android,GSM;WCDMA;LTE;NR,2020-09-09,active
494609,SimCom,SimCom X-76,iot,RTOS,GSM;WCDMA;NR,2022-08-26,active
605529,Huawei,Huawei X-74,router,HarmonyOS,GSM;WCDMA;LTE;NR,2023-03-08,active
180832,Xiaomi,Xiaomi X-37,smartphone,Android,GSM;WCDMA;LTE,2021-06-20,active
852146,TP-Link,TP-Link X-63,router,Embedded Linux,GSM;WCDMA;LTE;NR,2025-02-16,active
808029,Apple,iPhone 15,smartphone,iOS,GSM;WCDMA;LTE,2023-01-08,active
145240,Vivo,Vivo X-30,smartphone,Android,GSM;WCDMA;LTE,2024-01-19,active
253999,Xiaomi,Xiaomi X-33,smartphone,Android,GSM;WCDMA;LTE;NR,2023-10-19,active
768595,Realme,Realme X-94,smartphone,Android,GSM;WCDMA;LTE;NR,2020-04-15,active
735988,Telit,Telit X-31,iot,RTOS,GSM;WCDMA,2023-10-05,active
933215,Apple,iPhone 15,smartphone,iOS,GSM;WCDMA;LTE;NR,2022-03-24,active
818894,Oppo,Oppo X-86,smartphone,Android,GSM;WCDMA;LTE;NR,2021-07-13,active
238635,Apple,iPhone 15,smartphone,iOS,GSM;WCDMA;LTE;NR,2024-11-14,active
966662,Samsung,Samsung X-32,smartphone,Android,GSM;WCDMA;LTE;NR,2024-10-02,active
921945,Samsung,Samsung X-21,smartphone,Android,GSM;WCDMA;LTE;NR,2021-10-18,active
967719,Realme,Realme X-93,smartphone,Android,GSM;WCDMA;LTE;NR,2023-06-28,active
145548,Huawei,Huawei X-39,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2023-07-12,active
717661,Huawei,Huawei X-64,router,HarmonyOS,GSM;WCDMA;LTE,2023-04-28,active
187889,Vivo,Vivo X-62,smartphone,Android,GSM;WCDMA;LTE,2020-12-24,active
927769,Vivo,Vivo X-25,smartphone,Android,GSM;WCDMA;LTE;NR,2023-11-07,active
821175,ZTE,ZTE X-56,router,Embedded Linux,GSM;WCDMA;LTE,2023-11-19,active
365953,Vivo,Vivo X-64,smartphone,Android,GSM;WCDMA;LTE;NR,2024-05-22,active
516760,Huawei,Huawei X-80,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2023-03-12,active
686252,Xiaomi,Xiaomi X-49,smartphone,Android,GSM;WCDMA;LTE;NR,2025-07-24,active
244775,Huawei,Huawei X-39,router,HarmonyOS,GSM;WCDMA;LTE;NR,2025-03-04,active
324875,Xiaomi,Xiaomi X-80,smartphone,Android,GSM;WCDMA;LTE;NR,2025-12-02,active
268546,Realme,Realme X-10,smartphone,Android,GSM;WCDMA;LTE;NR,2021-08-20,active
556526,Xiaomi,Xiaomi X-38,smartphone,Android,GSM;WCDMA;LTE,2024-01-24,active
502995,Telit,Telit X-88,iot,RTOS,GSM;WCDMA;NR,2022-12-20,active
160254,SimCom,SimCom X-91,iot,RTOS,GSM;WCDMA;NR,2020-04-28,active
788793,Sierra Wireless,Sierra Wireless X-34,iot,Embedded Linux,GSM;WCDMA,2024-09-17,active
832377,Apple,iPhone 11,smartphone,iOS,GSM;WCDMA;LTE,2025-01-06,active
191061,Telit,Telit X-55,iot,RTOS,GSM;WCDMA;NR,2023-10-07,active
642892,Realme,Realme X-18,smartphone,Android,GSM;WCDMA;LTE;NR,2024-05-24,active
970071,Vivo,Vivo X-54,smartphone,Android,GSM;WCDMA;LTE,2022-04-20,active
303974,Oppo,Oppo X-83,smartphone,Android,GSM;WCDMA;LTE,2021-07-17,active
211636,Vivo,Vivo X-47,smartphone,Android,GSM;WCDMA;LTE,2020-09-09,active
664032,Netgear,Netgear X-98,router,Embedded Linux,GSM;WCDMA;LTE;NR,2023-10-16,active
907369,Xiaomi,Xiaomi X-68,smartphone,Android,GSM;WCDMA;LTE;NR,2024-01-16,active
221916,Oppo,Oppo X-91,smartphone,Android,GSM;WCDMA;LTE;NR,2021-11-23,active
341099,ZTE,ZTE X-55,router,Embedded Linux,GSM;WCDMA;LTE;NR,2020-12-27,active
376142,Samsung,Samsung X-61,smartphone,Android,GSM;WCDMA;LTE;NR,2022-02-18,active
287155,Xiaomi,Xiaomi X-37,smartphone,Android,GSM;WCDMA;LTE;NR,2022-03-24,active
816289,SimCom,SimCom X-73,iot,RTOS,GSM;WCDMA;NR,2021-12-08,active
378297,Apple,iPhone 12,smartphone,iOS,GSM;WCDMA;LTE;NR,2022-03-25,active
211871,Samsung,Samsung X-96,smartphone,Android,GSM;WCDMA;LTE;NR,2023-10-01,active
901368,Huawei,Huawei X-71,router,HarmonyOS,GSM;WCDMA;LTE,2022-08-19,active
388078,Vivo,Vivo X-45,smartphone,Android,GSM;WCDMA;LTE,2024-03-02,active
651273,Huawei,Huawei X-79,tablet,HarmonyOS,GSM;WCDMA;LTE,2022-07-28,active
819678,Huawei,Huawei X-25,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2023-06-23,active
108827,Apple,iPhone 14,smartphone,iOS,GSM;WCDMA;LTE;NR,2022-06-20,active
372315,Xiaomi,Xiaomi X-40,smartphone,Android,GSM;WCDMA;LTE,2024-06-12,active
292847,Apple,iPhone 14,smartphone,iOS,GSM;WCDMA;LTE;NR,2022-06-28,active
520051,Apple,iPhone 15,smartphone,iOS,GSM;WCDMA;LTE,2024-11-08,active
953740,Xiaomi,Xiaomi X-40,smartphone,Android,GSM;WCDMA;LTE;NR,2023-04-05,active
938900,SimCom,SimCom X-70,iot,RTOS,GSM;WCDMA;NR,2021-07-16,active
241003,Sierra Wireless,Sierra Wireless X-72,iot,Embedded Linux,GSM;WCDMA,2024-10-02,active
517754,Apple,iPhone 11,smartphone,iOS,GSM;WCDMA;LTE,2022-08-27,active
760458,Realme,Realme X-52,smartphone,Android,GSM;WCDMA;LTE,2022-09-18,active
949363,Samsung,Samsung X-62,smartphone,Android,GSM;WCDMA;LTE,2025-10-07,active
704875,Realme,Realme X-78,smartphone,Android,GSM;WCDMA;LTE,2022-06-11,active
805893,Realme,Realme X-67,smartphone,Android,GSM;WCDMA;LTE;NR,2023-10-10,active
586279,Samsung,Samsung X-31,tablet,Android,GSM;WCDMA;LTE;NR,2022-07-21,active
742053,Samsung,Samsung X-20,smartphone,Android,GSM;WCDMA;LTE,2021-06-11,active
784733,Xiaomi,Xiaomi X-87,smartphone,Android,GSM;WCDMA;LTE;NR,2022-08-25,active
480805,Huawei,Huawei X-62,tablet,HarmonyOS,GSM;WCDMA;LTE,2020-03-24,active
346024,Apple,iPad Mini 4,tablet,iOS,GSM;WCDMA;LTE,2020-02-16,active
675074,Oppo,Oppo X-77,smartphone,Android,GSM;WCDMA;LTE;NR,2020-02-09,active
748127,Realme,Realme X-59,smartphone,Android,GSM;WCDMA;LTE,2021-12-10,active
564687,Samsung,Samsung X-77,tablet,Android,GSM;WCDMA;LTE;NR,2020-01-22,active
474175,Netgear,Netgear X-70,router,Embedded Linux,GSM;WCDMA;LTE;NR,2024-05-18,active
566453,Realme,Realme X-79,smartphone,Android,GSM;WCDMA;LTE,2024-08-21,active
885290,Huawei,Huawei X-77,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2024-05-12,active
605048,Samsung,Samsung X-66,smartphone,Android,GSM;WCDMA;LTE,2023-05-05,active
418319,Vivo,Vivo X-27,smartphone,Android,GSM;WCDMA;LTE,2023-09-01,active
821179,Telit,Telit X-48,iot,RTOS,GSM;WCDMA,2023-05-20,active
342446,Lenovo,Lenovo X-34,tablet,Android,GSM;WCDMA;LTE;NR,2024-07-13,active
362035,Realme,Realme X-92,smartphone,Android,GSM;WCDMA;LTE,2023-04-09,active
183057,Apple,iPhone 15,smartphone,iOS,GSM;WCDMA;LTE;NR,2024-12-22,active
385071,Realme,Realme X-78,smartphone,Android,GSM;WCDMA;LTE;NR,2023-04-28,active
171789,Xiaomi,Xiaomi X-24,smartphone,Android,GSM;WCDMA;LTE;NR,2024-08-09,active
834498,Samsung,Samsung X-51,tablet,Android,GSM;WCDMA;LTE,2020-09-01,active
294969,Sierra Wireless,Sierra Wireless X-44,iot,Embedded Linux,GSM;WCDMA,2023-12-01,active
344119,Samsung,Samsung X-73,smartphone,Android,GSM;WCDMA;LTE,2023-05-26,active
938297,Xiaomi,Xiaomi X-69,smartphone,Android,GSM;WCDMA;LTE;NR,2020-06-03,active
984522,Samsung,Samsung X-17,tablet,Android,GSM;WCDMA;LTE,2023-02-18,active
592984,Xiaomi,Xiaomi X-58,smartphone,Android,GSM;WCDMA;LTE;NR,2020-12-08,active
503489,Huawei,Huawei X-41,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2020-04-15,active
871041,Samsung,Samsung X-70,tablet,Android,GSM;WCDMA;LTE,2022-06-06,active
759726,Apple,iPad Mini 5,tablet,iOS,GSM;WCDMA;LTE;NR,2021-06-02,active
799080,Samsung,Samsung X-40,smartphone,Android,GSM;WCDMA;LTE;NR,2022-01-06,active
932978,Samsung,Samsung X-60,smartphone,Android,GSM;WCDMA;LTE;NR,2020-01-19,active
921533,Samsung,Samsung X-57,tablet,Android,GSM;WCDMA;LTE;NR,2021-03-16,active
195841,Lenovo,Lenovo X-90,tablet,Android,GSM;WCDMA;LTE,2022-11-05,active
835395,Samsung,Samsung X-26,smartphone,Android,GSM;WCDMA;LTE;NR,2022-09-26,active
775960,Huawei,Huawei X-34,tablet,HarmonyOS,GSM;WCDMA;LTE,2023-06-24,active
241276,Samsung,Samsung X-72,smartphone,Android,GSM;WCDMA;LTE;NR,2024-05-18,active
830897,Vivo,Vivo X-33,smartphone,Android,GSM;WCDMA;LTE;NR,2022-12-15,active
388698,TP-Link,TP-Link X-18,router,Embedded Linux,GSM;WCDMA;LTE;NR,2023-05-27,active
376141,Oppo,Oppo X-10,smartphone,Android,GSM;WCDMA;LTE;NR,2024-07-24,active
294546,Netgear,Netgear X-89,router,Embedded Linux,GSM;WCDMA;LTE,2025-02-22,active
665136,TP-Link,TP-Link X-77,router,Embedded Linux,GSM;WCDMA;LTE;NR,2024-03-20,active
396882,Realme,Realme X-51,smartphone,Android,GSM;WCDMA;LTE,2024-11-03,active
145903,TP-Link,TP-Link X-32,router,Embedded Linux,GSM;WCDMA;LTE;NR,2021-02-16,active
300924,Vivo,Vivo X-92,smartphone,Android,GSM;WCDMA;LTE;NR,2025-08-17,active
754280,Lenovo,Lenovo X-16,tablet,Android,GSM;WCDMA;LTE,2024-12-03,active
113721,SimCom,SimCom X-93,iot,RTOS,GSM;WCDMA;NR,2020-08-26,active
769952,Vivo,Vivo X-63,smartphone,Android,GSM;WCDMA;LTE;NR,2025-01-27,active
746901,Samsung,Samsung X-19,smartphone,Android,GSM;WCDMA;LTE;NR,2020-04-17,active
201836,Apple,iPhone 15,smartphone,iOS,GSM;WCDMA;LTE,2021-09-22,active
360846,Apple,iPhone 15,smartphone,iOS,GSM;WCDMA;LTE;NR,2023-12-04,active
903506,Lenovo,Lenovo X-96,tablet,Android,GSM;WCDMA;LTE;NR,2025-07-04,active
274912,Huawei,Huawei X-74,tablet,HarmonyOS,GSM;WCDMA;LTE,2021-09-20,active
564531,Sierra Wireless,Sierra Wireless X-80,iot,Embedded Linux,GSM;WCDMA;NR,2022-06-14,active
901305,Lenovo,Lenovo X-87,tablet,Android,GSM;WCDMA;LTE,2024-04-13,active
902903,Realme,Realme X-42,smartphone,Android,GSM;WCDMA;LTE,2023-08-13,active
100205,Lenovo,Lenovo X-86,tablet,Android,GSM;WCDMA;LTE,2021-05-01,active
414922,SimCom,SimCom X-50,iot,RTOS,GSM;WCDMA,2025-05-18,active
636107,Vivo,Vivo X-29,smartphone,Android,GSM;WCDMA;LTE,2023-06-05,active
245131,Vivo,Vivo X-41,smartphone,Android,GSM;WCDMA;LTE,2022-02-19,active
519218,Apple,iPhone 11,smartphone,iOS,GSM;WCDMA;LTE;NR,2023-03-16,active
965814,Huawei,Huawei X-86,router,HarmonyOS,GSM;WCDMA;LTE;NR,2020-12-26,active
704277,Samsung,Samsung X-52,smartphone,Android,GSM;WCDMA;LTE,2023-07-28,active
226395,TP-Link,TP-Link X-93,router,Embedded Linux,GSM;WCDMA;LTE;NR,2020-11-25,active
762903,Xiaomi,Xiaomi X-77,smartphone,Android,GSM;WCDMA;LTE,2024-10-05,active
442707,Apple,iPhone 12,smartphone,iOS,GSM;WCDMA;LTE,2025-07-15,active
889410,Vivo,Vivo X-21,smartphone,Android,GSM;WCDMA;LTE,2022-07-05,active
238610,Oppo,Oppo X-83,smartphone,Android,GSM;WCDMA;LTE;NR,2024-07-09,active
189211,Oppo,Oppo X-99,smartphone,Android,GSM;WCDMA;LTE,2021-08-18,active
307731,Realme,Realme X-83,smartphone,Android,GSM;WCDMA;LTE,2024-12-17,active
358207,Xiaomi,Xiaomi X-65,smartphone,Android,GSM;WCDMA;LTE,2024-02-04,active
804378,Xiaomi,Xiaomi X-54,smartphone,Android,GSM;WCDMA;LTE,2022-10-21,active
125382,Samsung,Samsung X-54,tablet,Android,GSM;WCDMA;LTE;NR,2023-10-05,active
561859,Apple,iPhone 12,smartphone,iOS,GSM;WCDMA;LTE;NR,2021-12-28,active
189982,Samsung,Samsung X-41,smartphone,Android,GSM;WCDMA;LTE;NR,2021-05-01,active
459946,Apple,iPad Mini 5,tablet,iOS,GSM;WCDMA;LTE;NR,2022-04-24,active
664139,Vivo,Vivo X-76,smartphone,Android,GSM;WCDMA;LTE;NR,2024-08-20,active
865380,Quectel,Quectel X-58,iot,RTOS,GSM;WCDMA;NR,2025-09-02,active
367865,Xiaomi,Xiaomi X-35,smartphone,Android,GSM;WCDMA;LTE;NR,2024-05-02,active
587546,Apple,iPad Mini 5,tablet,iOS,GSM;WCDMA;LTE;NR,2025-11-12,active
213132,Realme,Realme X-59,smartphone,Android,GSM;WCDMA;LTE,2023-09-23,active
204442,Telit,Telit X-86,iot,RTOS,GSM;WCDMA;NR,2021-04-17,active
580233,Realme,Realme X-12,smartphone,Android,GSM;WCDMA;LTE,2024-05-11,active
613731,Apple,iPhone 11,smartphone,iOS,GSM;WCDMA;LTE,2022-06-21,active
417012,Vivo,Vivo X-45,smartphone,Android,GSM;WCDMA;LTE;NR,2025-05-13,active
954441,Sierra Wireless,Sierra Wireless X-38,iot,Embedded Linux,GSM;WCDMA,2023-11-05,active
192059,Samsung,Samsung X-63,tablet,Android,GSM;WCDMA;LTE,2021-07-10,active
734775,Vivo,Vivo X-26,smartphone,Android,GSM;WCDMA;LTE,2021-10-18,active
817276,TP-Link,TP-Link X-49,router,Embedded Linux,GSM;WCDMA;LTE;NR,2024-03-14,active
907455,Vivo,Vivo X-30,smartphone,Android,GSM;WCDMA;LTE,2024-09-24,active
224138,Apple,iPhone 11,smartphone,iOS,GSM;WCDMA;LTE;NR,2023-07-10,active
564523,Lenovo,Lenovo X-29,tablet,Android,GSM;WCDMA;LTE;NR,2020-03-06,active
127470,Lenovo,Lenovo X-87,tablet,Android,GSM;WCDMA;LTE;NR,2021-10-08,active
342129,Lenovo,Lenovo X-20,tablet,Android,GSM;WCDMA;LTE;NR,2023-03-17,active
987240,Lenovo,Lenovo X-33,tablet,Android,GSM;WCDMA;LTE;NR,2023-08-05,active
271742,Samsung,Samsung X-62,smartphone,Android,GSM;WCDMA;LTE;NR,2020-05-14,active
333365,Samsung,Samsung X-36,tablet,Android,GSM;WCDMA;LTE,2023-10-16,active
821276,Oppo,Oppo X-41,smartphone,Android,GSM;WCDMA;LTE;NR,2020-10-24,active
964371,Xiaomi,Xiaomi X-60,smartphone,Android,GSM;WCDMA;LTE;NR,2025-10-20,active
662203,Realme,Realme X-14,smartphone,Android,GSM;WCDMA;LTE;NR,2023-08-27,active
144476,TP-Link,TP-Link X-76,router,Embedded Linux,GSM;WCDMA;LTE;NR,2025-01-18,active
506216,Realme,Realme X-16,smartphone,Android,GSM;WCDMA;LTE,2023-07-10,active
911259,ZTE,ZTE X-31,router,Embedded Linux,GSM;WCDMA;LTE;NR,2024-01-23,active
642081,Telit,Telit X-92,iot,RTOS,GSM;WCDMA;NR,2025-09-04,active
288503,Samsung,Samsung X-60,tablet,Android,GSM;WCDMA;LTE;NR,2023-01-06,active
575718,Realme,Realme X-35,smartphone,Android,GSM;WCDMA;LTE;NR,2020-05-11,active
825318,Samsung,Samsung X-25,tablet,Android,GSM;WCDMA;LTE,2025-08-21,active
480573,Realme,Realme X-59,smartphone,Android,GSM;WCDMA;LTE;NR,2024-10-06,active
497073,Samsung,Samsung X-31,smartphone,Android,GSM;WCDMA;LTE;NR,2024-11-28,active
257380,Apple,iPhone 12,smartphone,iOS,GSM;WCDMA;LTE;NR,2020-07-10,active
424553,Huawei,Huawei X-46,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2020-03-07,active
103704,Lenovo,Lenovo X-11,tablet,Android,GSM;WCDMA;LTE;NR,2023-09-26,active
106029,Huawei,Huawei X-40,tablet,HarmonyOS,GSM;WCDMA;LTE,2025-08-15,active
530074,Vivo,Vivo X-86,smartphone,Android,GSM;WCDMA;LTE,2024-05-20,active
759172,Apple,iPhone 11,smartphone,iOS,GSM;WCDMA;LTE,2020-11-12,active
138504,Samsung,Samsung X-95,smartphone,Android,GSM;WCDMA;LTE;NR,2024-05-11,active
191962,Oppo,Oppo X-32,smartphone,Android,GSM;WCDMA;LTE,2022-10-22,active
825104,Samsung,Samsung X-68,tablet,Android,GSM;WCDMA;LTE;NR,2022-01-03,active
905843,Xiaomi,Xiaomi X-58,smartphone,Android,GSM;WCDMA;LTE;NR,2023-09-03,active
407057,Samsung,Samsung X-98,smartphone,Android,GSM;WCDMA;LTE;NR,2022-09-14,active
650131,Apple,iPhone 15,smartphone,iOS,GSM;WCDMA;LTE,2024-12-21,active
654640,Telit,Telit X-98,iot,RTOS,GSM;WCDMA;NR,2025-05-14,active
738419,Netgear,Netgear X-77,router,Embedded Linux,GSM;WCDMA;LTE;NR,2024-06-05,active
744129,Vivo,Vivo X-90,smartphone,Android,GSM;WCDMA;LTE;NR,2021-10-08,active
843007,Apple,iPhone 11,smartphone,iOS,GSM;WCDMA;LTE,2023-11-26,active
223654,Samsung,Samsung X-88,tablet,Android,GSM;WCDMA;LTE;NR,2023-01-11,active
466634,Realme,Realme X-37,smartphone,Android,GSM;WCDMA;LTE,2021-12-10,active
366776,Lenovo,Lenovo X-48,tablet,Android,GSM;WCDMA;LTE;NR,2022-01-04,active
819150,Oppo,Oppo X-82,smartphone,Android,GSM;WCDMA;LTE;NR,2020-03-07,active
446569,ZTE,ZTE X-70,router,Embedded Linux,GSM;WCDMA;LTE;NR,2025-03-16,active
262934,Lenovo,Lenovo X-69,tablet,Android,GSM;WCDMA;LTE;NR,2023-12-02,active
975671,Vivo,Vivo X-96,smartphone,Android,GSM;WCDMA;LTE,2024-01-07,active
705445,Lenovo,Lenovo X-18,tablet,Android,GSM;WCDMA;LTE;NR,2022-01-11,active
493468,Samsung,Samsung X-83,tablet,Android,GSM;WCDMA;LTE;NR,2021-10-04,active
920347,Lenovo,Lenovo X-14,tablet,Android,GSM;WCDMA;LTE,2020-08-08,active
489633,Xiaomi,Xiaomi X-37,smartphone,Android,GSM;WCDMA;LTE;NR,2021-02-12,active
923073,Apple,iPhone 11,smartphone,iOS,GSM;WCDMA;LTE;NR,2020-08-17,active
261562,Oppo,Oppo X-77,smartphone,Android,GSM;WCDMA;LTE,2022-03-25,active
203024,TP-Link,TP-Link X-36,router,Embedded Linux,GSM;WCDMA;LTE;NR,2023-07-23,active
